test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
FBtr0074790	FBgn0031065	-	X:19735569-19740456	young	old	OK	14.8582	9.15225	-0.699058	-2.26235	5e-05	0.000518851	yes
FBtr0074793	FBgn0052528	-	X:19745935-19750167	young	old	OK	25.5164	32.9456	0.368659	1.13883	5e-05	0.000518851	yes
FBtr0074794	FBgn0031068	-	X:19745935-19750167	young	old	OK	5.06779	11.8281	1.22279	1.29689	5e-05	0.000518851	yes
FBtr0074815	FBgn0031066	-	X:19740536-19744335	young	old	OK	72.952	35.6802	-1.03182	-1.3524	5e-05	0.000518851	yes
FBtr0074816	FBgn0031066	-	X:19740536-19744335	young	old	OK	206.879	132.106	-0.647092	-1.39038	5e-05	0.000518851	yes
FBtr0074840	FBgn0250791	-	3L:20313631-20320116	young	old	OK	98.4918	70.4896	-0.482594	-1.48784	5e-05	0.000518851	yes
FBtr0074875	FBgn0261283	-	3L:19793934-19803427	young	old	OK	52.9069	70.1129	0.406224	1.24259	5e-05	0.000518851	yes
FBtr0074893	FBgn0028695	-	3L:19915050-19918160	young	old	OK	21.2664	30.4813	0.519349	1.80802	5e-05	0.000518851	yes
FBtr0074902	FBgn0013303	-	3L:19991886-19997568	young	old	OK	167.166	110.973	-0.591074	-1.55583	5e-05	0.000518851	yes
FBtr0074904	FBgn0036929	-	3L:20002735-20004834	young	old	OK	34.1174	47.0911	0.464946	1.51491	5e-05	0.000518851	yes
FBtr0074911	FBgn0052220	-	3L:19986092-19988947	young	old	OK	106.868	80.4163	-0.410266	-1.37414	5e-05	0.000518851	yes
FBtr0074915	FBgn0036920	-	3L:19927193-19928508	young	old	OK	20.2471	14.8227	-0.449909	-1.24955	5e-05	0.000518851	yes
FBtr0074927	FBgn0036908	-	3L:19803737-19805080	young	old	OK	53.0634	69.5831	0.39102	1.19992	5e-05	0.000518851	yes
FBtr0074942	FBgn0036890	-	3L:19601632-19604120	young	old	OK	22.393	13.6974	-0.709145	-1.31388	5e-05	0.000518851	yes
FBtr0074949	FBgn0004623	-	3L:19687636-19689992	young	old	OK	233.513	161.903	-0.528369	-1.82253	5e-05	0.000518851	yes
FBtr0074961	FBgn0022774	-	3L:19647279-19649851	young	old	OK	19.0236	13.7547	-0.467859	-1.32974	5e-05	0.000518851	yes
FBtr0074979	FBgn0036876	-	3L:19498196-19500798	young	old	OK	69.2191	49.1508	-0.493954	-1.4275	5e-05	0.000518851	yes
FBtr0075025	FBgn0036843	-	3L:19063164-19066151	young	old	OK	22.4236	13.9342	-0.686385	-2.13973	5e-05	0.000518851	yes
FBtr0075040	FBgn0036839	-	3L:19000984-19003252	young	old	OK	1.80577	1.05381	-0.776996	-1.17729	5e-05	0.000518851	yes
FBtr0075050	FBgn0040323	-	3L:18675799-18677876	young	old	OK	11.7322	16.7744	0.515779	1.49677	5e-05	0.000518851	yes
FBtr0075067	FBgn0036827	-	3L:18901593-18902952	young	old	OK	1.97917	3.41331	0.786275	1.26024	5e-05	0.000518851	yes
FBtr0075068	FBgn0036828	-	3L:18905371-18914150	young	old	OK	6.35256	8.45279	0.41209	1.19947	5e-05	0.000518851	yes
FBtr0075076	FBgn0036824	-	3L:18892382-18898293	young	old	OK	64.3594	80.848	0.329062	1.16504	5e-05	0.000518851	yes
FBtr0075077	FBgn0036821	-	3L:18878249-18890483	young	old	OK	128.55	95.39	-0.430415	-1.31878	5e-05	0.000518851	yes
FBtr0075091	FBgn0036806	-	3L:18684258-18686319	young	old	OK	13.5177	19.6326	0.538402	1.42281	5e-05	0.000518851	yes
FBtr0075117	FBgn0036787	-	3L:18461956-18463163	young	old	OK	34.8112	22.133	-0.653355	-1.88941	5e-05	0.000518851	yes
FBtr0075139	FBgn0001134	-	3L:17823332-17841427	young	old	OK	4.53559	2.17128	-1.06274	-1.82117	5e-05	0.000518851	yes
FBtr0075143	FBgn0036768	-	3L:17887704-17891404	young	old	OK	1.49605	0.761456	-0.974324	-1.35245	5e-05	0.000518851	yes
FBtr0075152	FBgn0036772	-	3L:17908142-17912565	young	old	OK	3.0331	5.30353	0.806161	1.68237	5e-05	0.000518851	yes
FBtr0075200	FBgn0004401	-	3L:17638102-17645036	young	old	OK	39.7694	53.7243	0.433916	1.2374	5e-05	0.000518851	yes
FBtr0075217	FBgn0040793	-	3L:17425476-17426282	young	old	OK	185.418	141.782	-0.387109	-1.20599	5e-05	0.000518851	yes
FBtr0075220	FBgn0036726	-	3L:17465944-17466768	young	old	OK	121.321	95.4258	-0.346376	-1.17685	5e-05	0.000518851	yes
FBtr0075241	FBgn0036713	-	3L:17344946-17349666	young	old	OK	20.4802	28.5764	0.480597	1.46916	5e-05	0.000518851	yes
FBtr0075251	FBgn0036702	-	3L:17238612-17242128	young	old	OK	4.5723	10.716	1.22878	1.83334	5e-05	0.000518851	yes
FBtr0075291	FBgn0036687	-	3L:17020347-17022856	young	old	OK	1.12874	0.30095	-1.90712	-2.1875	5e-05	0.000518851	yes
FBtr0075338	FBgn0003250	-	3L:16852526-16862517	young	old	OK	392.93	674.117	0.778726	2.40908	5e-05	0.000518851	yes
FBtr0075353	FBgn0040512	-	3L:16671663-16673555	young	old	OK	7.72083	12.5083	0.696052	1.26892	5e-05	0.000518851	yes
FBtr0075354	FBgn0010223	-	3L:16662556-16667934	young	old	OK	0.313852	1.10437	1.81506	1.64759	5e-05	0.000518851	yes
FBtr0075360	FBgn0002284	-	3L:16609399-16610418	young	old	OK	27.8294	38.209	0.457304	1.35243	5e-05	0.000518851	yes
FBtr0075369	FBgn0042201	-	3L:16318023-16318690	young	old	OK	227.379	13.986	-4.02304	-9.37092	5e-05	0.000518851	yes
FBtr0075375	FBgn0040074	-	3L:16331932-16332789	young	old	OK	858.308	132.297	-2.69772	-9.22971	5e-05	0.000518851	yes
FBtr0075384	FBgn0036620	-	3L:16368388-16369518	young	old	OK	73.5976	48.0129	-0.616238	-1.90961	5e-05	0.000518851	yes
FBtr0075422	FBgn0036622	-	3L:16378973-16381570	young	old	OK	15.0197	9.79468	-0.616783	-1.57559	5e-05	0.000518851	yes
FBtr0075424	FBgn0036619	-	3L:16365893-16367340	young	old	OK	128.232	78.2215	-0.71312	-2.2897	5e-05	0.000518851	yes
FBtr0075441	FBgn0005536	-	3L:16051958-16082026	young	old	OK	34.5192	20.1363	-0.777596	-1.13441	5e-05	0.000518851	yes
FBtr0075471	FBgn0036597	-	3L:16294710-16295547	young	old	OK	12.0556	6.80045	-0.826002	-1.61296	5e-05	0.000518851	yes
FBtr0075522	FBgn0263600	-	3L:15983134-15988041	young	old	OK	2.74905	4.47704	0.703612	1.3506	5e-05	0.000518851	yes
FBtr0075527	FBgn0263599	-	3L:15960835-15967872	young	old	OK	11.1579	16.5665	0.570203	2.027	5e-05	0.000518851	yes
FBtr0075541	FBgn0261722	-	3L:15810080-15816410	young	old	OK	152.856	72.8019	-1.07012	-3.26083	5e-05	0.000518851	yes
FBtr0075548	FBgn0036501	-	3L:15500937-15504894	young	old	OK	87.6549	67.8333	-0.36984	-1.26789	5e-05	0.000518851	yes
FBtr0075641	FBgn0036485	-	3L:15147136-15158562	young	old	OK	6.5162	3.76065	-0.793048	-1.64038	5e-05	0.000518851	yes
FBtr0075695	FBgn0036454	-	3L:14805135-14882224	young	old	OK	37.3563	30.1657	-0.30844	-1.11482	5e-05	0.000518851	yes
FBtr0075700	FBgn0036448	-	3L:14769340-14776129	young	old	OK	12.183	15.631	0.359537	1.27144	5e-05	0.000518851	yes
FBtr0075718	FBgn0026409	-	3L:14537650-14540441	young	old	OK	249.487	164.288	-0.602741	-2.09978	5e-05	0.000518851	yes
FBtr0075741	FBgn0036417	-	3L:14236634-14238272	young	old	OK	3.23714	1.83563	-0.818448	-1.16288	5e-05	0.000518851	yes
FBtr0075763	FBgn0001216	-	3L:13974060-13977761	young	old	OK	10.0581	5.19275	-0.953789	-2.17743	5e-05	0.000518851	yes
FBtr0075845	FBgn0260049	-	3L:13412842-13416453	young	old	OK	15.8346	21.3114	0.428545	1.37052	5e-05	0.000518851	yes
FBtr0075852	FBgn0036365	-	3L:13442593-13450283	young	old	OK	7.35743	11.1441	0.599002	1.32594	5e-05	0.000518851	yes
FBtr0075855	FBgn0036360	-	3L:13428838-13435229	young	old	OK	6.63154	4.1192	-0.68698	-1.72153	5e-05	0.000518851	yes
FBtr0075904	FBgn0052115	-	3L:12912026-12913646	young	old	OK	5.74035	3.54076	-0.69708	-1.43861	5e-05	0.000518851	yes
FBtr0075966	FBgn0036299	-	3L:12530435-12533724	young	old	OK	32.7235	46.4614	0.505704	1.79603	5e-05	0.000518851	yes
FBtr0075969	FBgn0020388	-	3L:12521128-12526731	young	old	OK	14.123	23.2396	0.718542	1.58211	5e-05	0.000518851	yes
FBtr0075989	FBgn0036278	-	3L:12339115-12351544	young	old	OK	9.37568	6.62768	-0.500419	-1.47433	5e-05	0.000518851	yes
FBtr0076020	FBgn0036260	-	3L:12164204-12175482	young	old	OK	18.473	9.24247	-0.999065	-3.30781	5e-05	0.000518851	yes
FBtr0076022	FBgn0036258	-	3L:12143445-12146097	young	old	OK	99.0138	79.6088	-0.314702	-1.14107	5e-05	0.000518851	yes
FBtr0076062	FBgn0036237	-	3L:11990735-11993179	young	old	OK	18.4386	28.6882	0.63773	1.81843	5e-05	0.000518851	yes
FBtr0076093	FBgn0036165	-	3L:11487549-11499055	young	old	OK	86.0128	55.2461	-0.638678	-1.3852	5e-05	0.000518851	yes
FBtr0076103	FBgn0042138	-	3L:11628036-11630749	young	old	OK	67.7438	52.1813	-0.376556	-1.15999	5e-05	0.000518851	yes
FBtr0076133	FBgn0052085	-	3L:11650516-11680344	young	old	OK	16.2656	10.5506	-0.624499	-1.81544	5e-05	0.000518851	yes
FBtr0076137	FBgn0036183	-	3L:11624527-11626125	young	old	OK	10.2637	6.58169	-0.641016	-1.49469	5e-05	0.000518851	yes
FBtr0076164	FBgn0036146	-	3L:11198165-11206016	young	old	OK	61.0789	31.9702	-0.933944	-1.25411	5e-05	0.000518851	yes
FBtr0076173	FBgn0036157	-	3L:11425157-11426395	young	old	OK	39.0562	23.4425	-0.736429	-2.22034	5e-05	0.000518851	yes
FBtr0076234	FBgn0036126	-	3L:11096495-11100578	young	old	OK	32.0444	64.0159	0.998358	1.46765	5e-05	0.000518851	yes
FBtr0076273	FBgn0036106	-	3L:10880698-10882386	young	old	OK	78.0552	148.365	0.926582	3.20256	5e-05	0.000518851	yes
FBtr0076323	FBgn0036043	-	3L:9763543-9786466	young	old	OK	38.6711	16.3628	-1.24084	-2.44337	5e-05	0.000518851	yes
FBtr0076329	FBgn0036046	-	3L:9787045-9808713	young	old	OK	192.649	115.466	-0.738506	-1.84332	5e-05	0.000518851	yes
FBtr0076387	FBgn0036022	-	3L:9631833-9679103	young	old	OK	1344.58	524.055	-1.35937	-3.78918	5e-05	0.000518851	yes
FBtr0076405	FBgn0019644	-	3L:9729998-9731224	young	old	OK	112.832	86.1355	-0.389494	-1.35543	5e-05	0.000518851	yes
FBtr0076410	FBgn0036040	-	3L:9731237-9733807	young	old	OK	2.38108	5.02252	1.0768	2.14061	5e-05	0.000518851	yes
FBtr0076413	FBgn0040475	-	3L:9710421-9713827	young	old	OK	5.5391	9.23421	0.737337	1.92072	5e-05	0.000518851	yes
FBtr0076421	FBgn0036015	-	3L:9597170-9614001	young	old	OK	204.358	138.238	-0.563941	-1.96824	5e-05	0.000518851	yes
FBtr0076429	FBgn0035969	-	3L:9211879-9215256	young	old	OK	1.45052	0.232063	-2.64399	-3.02016	5e-05	0.000518851	yes
FBtr0076452	FBgn0035982	-	3L:9375429-9376293	young	old	OK	50.7516	9.77173	-2.37677	-5.89508	5e-05	0.000518851	yes
FBtr0076455	FBgn0035985	-	3L:9404796-9406174	young	old	OK	36.5031	61.1762	0.744953	2.32817	5e-05	0.000518851	yes
FBtr0076476	FBgn0035996	-	3L:9446863-9451572	young	old	OK	4.10856	13.6238	1.72942	2.0201	5e-05	0.000518851	yes
FBtr0076495	FBgn0001227	-	3L:9377801-9381119	young	old	OK	4.89618	2.65168	-0.884752	-1.72262	5e-05	0.000518851	yes
FBtr0076496	FBgn0001225	-	3L:9376417-9377427	young	old	OK	2.90774	8.87487	1.60983	2.79354	5e-05	0.000518851	yes
FBtr0076497	FBgn0001229	-	3L:9371510-9372497	young	old	OK	3.63552	1.37148	-1.40643	-1.91626	5e-05	0.000518851	yes
FBtr0076506	FBgn0035936	-	3L:8905917-8932065	young	old	OK	37.4621	21.7568	-0.783966	-1.69246	5e-05	0.000518851	yes
FBtr0076525	FBgn0023479	-	3L:9074642-9092131	young	old	OK	87.035	51.2904	-0.762906	-2.32905	5e-05	0.000518851	yes
FBtr0076527	FBgn0023479	-	3L:9074642-9092131	young	old	OK	0.168732	6.48189	5.26361	0.708711	5e-05	0.000518851	yes
FBtr0076529	FBgn0043806	-	3L:9093052-9094856	young	old	OK	55.5698	104.11	0.905735	3.10104	5e-05	0.000518851	yes
FBtr0076556	FBgn0035948	-	3L:8975045-8979880	young	old	OK	8.23201	3.68156	-1.16093	-1.69184	5e-05	0.000518851	yes
FBtr0076559	FBgn0035943	-	3L:8964911-8966374	young	old	OK	1.28184	0.394533	-1.69999	-1.81968	5e-05	0.000518851	yes
FBtr0076622	FBgn0035904	-	3L:8518884-8520295	young	old	OK	39.0649	56.5567	0.533824	1.66557	5e-05	0.000518851	yes
FBtr0076623	FBgn0086348	-	3L:8520551-8523501	young	old	OK	29.1639	16.6434	-0.809231	-1.27074	5e-05	0.000518851	yes
FBtr0076636	FBgn0035914	-	3L:8604656-8617074	young	old	OK	20.9551	12.5129	-0.743888	-1.77985	5e-05	0.000518851	yes
FBtr0076648	FBgn0035916	-	3L:8619887-8623901	young	old	OK	10.7387	5.7127	-0.910573	-2.09117	5e-05	0.000518851	yes
FBtr0076652	FBgn0035907	-	3L:8523741-8524866	young	old	OK	5.98193	10.1846	0.767713	1.56901	5e-05	0.000518851	yes
FBtr0076685	FBgn0026252	-	3L:8116178-8121579	young	old	OK	57.2488	72.7706	0.346111	1.25634	5e-05	0.000518851	yes
FBtr0076688	FBgn0010350	-	3L:8125326-8137498	young	old	OK	492.523	305.334	-0.689803	-2.08612	5e-05	0.000518851	yes
FBtr0076714	FBgn0035868	-	3L:8302363-8304059	young	old	OK	1.42757	2.87912	1.01207	1.53786	5e-05	0.000518851	yes
FBtr0076720	FBgn0052364	-	3L:8209576-8210743	young	old	OK	5.76996	9.43912	0.710092	1.48281	5e-05	0.000518851	yes
FBtr0076749	FBgn0052368	-	3L:7915436-7915846	young	old	OK	2.11713	22.7733	3.42716	3.80526	5e-05	0.000518851	yes
FBtr0076795	FBgn0028582	-	3L:7528779-7540012	young	old	OK	27.7517	14.8922	-0.898021	-1.58541	5e-05	0.000518851	yes
FBtr0076918	FBgn0040837	-	3L:7158098-7158874	young	old	OK	1.45496	4.50079	1.62919	1.56386	5e-05	0.000518851	yes
FBtr0076934	FBgn0001104	-	3L:6972749-6980044	young	old	OK	20.0833	30.8299	0.618337	2.04454	5e-05	0.000518851	yes
FBtr0076982	FBgn0004619	-	3L:6624031-6635059	young	old	OK	4.19377	2.85407	-0.55523	-1.41035	5e-05	0.000518851	yes
FBtr0077007	FBgn0035699	-	3L:6329323-6352390	young	old	OK	3.37004	2.19368	-0.61941	-1.52086	5e-05	0.000518851	yes
FBtr0077008	FBgn0001258	-	3L:6259104-6262694	young	old	OK	2.18485	14.4411	2.72457	2.37496	5e-05	0.000518851	yes
FBtr0077037	FBgn0052406	-	3L:5997207-6026317	young	old	OK	9.97334	6.64703	-0.585366	-1.69643	5e-05	0.000518851	yes
FBtr0077077	FBgn0035649	-	3L:5917904-5921316	young	old	OK	6.12428	3.65916	-0.743029	-1.75196	5e-05	0.000518851	yes
FBtr0077080	FBgn0052412	-	3L:5899527-5902456	young	old	OK	14.9529	24.2444	0.697225	1.7739	5e-05	0.000518851	yes
FBtr0077088	FBgn0035623	-	3L:5604789-5608300	young	old	OK	6.01533	10.8198	0.846953	2.08389	5e-05	0.000518851	yes
FBtr0077095	FBgn0016756	-	3L:5752972-5761886	young	old	OK	29.4854	39.865	0.435121	1.4571	5e-05	0.000518851	yes
FBtr0077156	FBgn0035601	-	3L:5362883-5366225	young	old	OK	82.8859	28.7945	-1.52533	-2.341	5e-05	0.000518851	yes
FBtr0077207	FBgn0003423	-	X:21373634-21385159	young	old	OK	196.345	109.079	-0.848013	-2.52708	5e-05	0.000518851	yes
FBtr0077306	FBgn0002641	-	X:20429674-20433210	young	old	OK	2.50139	4.9229	0.976778	2.13394	5e-05	0.000518851	yes
FBtr0077312	FBgn0031119	-	X:20511543-20515828	young	old	OK	29.8623	21.3842	-0.481781	-1.69132	5e-05	0.000518851	yes
FBtr0077337	FBgn0015789	-	X:20251337-20254691	young	old	OK	36.3866	52.8613	0.538803	1.92425	5e-05	0.000518851	yes
FBtr0077389	FBgn0031643	-	2L:4883297-4885669	young	old	OK	9.77739	20.1537	1.04352	3.15701	5e-05	0.000518851	yes
FBtr0077417	FBgn0031629	-	2L:4796599-4801923	young	old	OK	44.7482	28.8363	-0.633945	-1.88522	5e-05	0.000518851	yes
FBtr0077418	FBgn0031627	-	2L:4734591-4794044	young	old	OK	43.3379	32.3847	-0.420317	-1.47957	5e-05	0.000518851	yes
FBtr0077425	FBgn0028482	-	2L:4324553-4331830	young	old	OK	56.7529	34.1147	-0.734299	-2.63255	5e-05	0.000518851	yes
FBtr0077459	FBgn0031602	-	2L:4403991-4441282	young	old	OK	11.9643	18.4484	0.62476	1.86904	5e-05	0.000518851	yes
FBtr0077522	FBgn0051776	-	2L:3470181-3472364	young	old	OK	1.40746	0.335705	-2.06783	-2.34053	5e-05	0.000518851	yes
FBtr0077541	FBgn0015376	-	2L:3707229-3711748	young	old	OK	0.556634	1.17239	1.07465	1.64878	5e-05	0.000518851	yes
FBtr0077545	FBgn0031562	-	2L:3697241-3697872	young	old	OK	16.115	32.8561	1.02776	2.26013	5e-05	0.000518851	yes
FBtr0077568	FBgn0031542	-	2L:3480754-3491071	young	old	OK	1.93511	0.970358	-0.995824	-1.34728	5e-05	0.000518851	yes
FBtr0077574	FBgn0260817	-	2L:3159949-3162399	young	old	OK	3.68186	5.74499	0.641867	1.49368	5e-05	0.000518851	yes
FBtr0077576	FBgn0014906	-	2L:3163644-3169462	young	old	OK	39.1322	49.8681	0.349761	1.19747	5e-05	0.000518851	yes
FBtr0077646	FBgn0031488	-	2L:2999285-3016069	young	old	OK	2.39539	1.44279	-0.731399	-1.47208	5e-05	0.000518851	yes
FBtr0077672	FBgn0031489	-	2L:3016440-3018308	young	old	OK	5.8645	29.2387	2.3178	5.44243	5e-05	0.000518851	yes
FBtr0077685	FBgn0051694	-	2L:2868626-2874489	young	old	OK	89.9496	116.46	0.372649	1.31997	5e-05	0.000518851	yes
FBtr0077777	FBgn0011818	-	2L:2492954-2498846	young	old	OK	22.7665	16.7297	-0.4445	-1.52106	5e-05	0.000518851	yes
FBtr0077792	FBgn0031417	-	2L:2370151-2371524	young	old	OK	32.939	16.9138	-0.961602	-2.75948	5e-05	0.000518851	yes
FBtr0077828	FBgn0004507	-	2L:2130812-2137296	young	old	OK	161.314	109.812	-0.554837	-1.94694	5e-05	0.000518851	yes
FBtr0077829	FBgn0027509	-	2L:2147517-2151664	young	old	OK	5.29693	6.95224	0.392321	1.14416	5e-05	0.000518851	yes
FBtr0077854	FBgn0031389	-	2L:2127308-2129237	young	old	OK	30.3479	21.1506	-0.520899	-1.31346	5e-05	0.000518851	yes
FBtr0077863	FBgn0040718	-	2L:2006762-2007688	young	old	OK	42.8251	10.3613	-2.04724	-3.22868	5e-05	0.000518851	yes
FBtr0077955	FBgn0031302	-	2L:1112940-1114138	young	old	OK	1.7375	0.337945	-2.36215	-2.10852	5e-05	0.000518851	yes
FBtr0077958	FBgn0031307	-	2L:1142868-1147395	young	old	OK	1.57553	11.4727	2.8643	5.59183	5e-05	0.000518851	yes
FBtr0077981	FBgn0031313	-	2L:1160289-1163886	young	old	OK	24.5827	52.8016	1.10294	3.59926	5e-05	0.000518851	yes
FBtr0077988	FBgn0016926	-	2L:1114653-1128953	young	old	OK	94.7047	138.039	0.543569	1.78837	5e-05	0.000518851	yes
FBtr0077993	FBgn0003310	-	2L:1049673-1077815	young	old	OK	15.5939	20.9787	0.427942	1.52005	5e-05	0.000518851	yes
FBtr0078023	FBgn0002936	-	2L:877171-885141	young	old	OK	73.7241	99.2371	0.428744	1.42785	5e-05	0.000518851	yes
FBtr0078025	FBgn0002563	-	2L:898499-901316	young	old	OK	5.9183	2.49496	-1.24617	-2.50728	5e-05	0.000518851	yes
FBtr0078031	FBgn0029095	-	2L:861848-868354	young	old	OK	5.16009	7.26451	0.493468	1.29523	5e-05	0.000518851	yes
FBtr0078043	FBgn0026438	-	2L:737211-744395	young	old	OK	187.633	130.101	-0.528276	-1.68691	5e-05	0.000518851	yes
FBtr0078045	FBgn0284247	-	2L:640012-715307	young	old	OK	1.62113	0.718905	-1.17312	-1.30269	5e-05	0.000518851	yes
FBtr0078064	FBgn0031261	-	2L:544924-552923	young	old	OK	14.1389	24.2666	0.779298	2.25128	5e-05	0.000518851	yes
FBtr0078066	FBgn0031263	-	2L:553741-560523	young	old	OK	32.4056	56.5794	0.804035	2.20484	5e-05	0.000518851	yes
FBtr0078069	FBgn0031268	-	2L:574290-576896	young	old	OK	26.4461	35.2708	0.415417	1.2442	5e-05	0.000518851	yes
FBtr0078070	FBgn0023489	-	2L:577485-579549	young	old	OK	7.373	10.2125	0.470011	1.23044	5e-05	0.000518851	yes
FBtr0078074	FBgn0031267	-	2L:573032-574264	young	old	OK	4.93221	7.76227	0.654246	1.38049	5e-05	0.000518851	yes
FBtr0078103	FBgn0031216	-	2L:94738-102086	young	old	OK	33.8759	23.4957	-0.527858	-1.9185	5e-05	0.000518851	yes
FBtr0078131	FBgn0024352	-	2L:295121-297449	young	old	OK	19.895	27.1785	0.450059	1.4764	5e-05	0.000518851	yes
FBtr0078210	FBgn0037011	-	3L:20526575-20527910	young	old	OK	14.9666	21.3947	0.515503	1.33375	5e-05	0.000518851	yes
FBtr0078212	FBgn0001323	-	3L:20597140-20620659	young	old	OK	4.01143	5.9561	0.570253	1.57651	5e-05	0.000518851	yes
FBtr0078213	FBgn0037012	-	3L:20527971-20540417	young	old	OK	13.4878	20.1647	0.580176	1.81923	5e-05	0.000518851	yes
FBtr0078223	FBgn0036995	-	3L:20453292-20466041	young	old	OK	0.34174	1.00821	1.56083	1.69345	5e-05	0.000518851	yes
FBtr0078225	FBgn0036992	-	3L:20436249-20439921	young	old	OK	70.7213	97.4526	0.462557	1.38866	5e-05	0.000518851	yes
FBtr0078233	FBgn0036986	-	3L:20424423-20426071	young	old	OK	14.1471	7.79631	-0.859645	-2.23776	5e-05	0.000518851	yes
FBtr0078234	FBgn0036984	-	3L:20404269-20410566	young	old	OK	15.6423	9.20991	-0.764192	-2.36544	5e-05	0.000518851	yes
FBtr0078235	FBgn0028978	-	3L:20396287-20401609	young	old	OK	6.27654	9.83936	0.648595	1.7722	5e-05	0.000518851	yes
FBtr0078268	FBgn0052432	-	3L:20841986-20885188	young	old	OK	25.0374	13.0185	-0.943522	-2.30845	5e-05	0.000518851	yes
FBtr0078283	FBgn0001320	-	3L:20692329-20695378	young	old	OK	2.70227	4.17384	0.627204	1.31685	5e-05	0.000518851	yes
FBtr0078305	FBgn0028427	-	3L:21216900-21219240	young	old	OK	20.6213	27.7264	0.427127	1.36975	5e-05	0.000518851	yes
FBtr0078307	FBgn0004865	-	3L:21226608-21266503	young	old	OK	11.1653	6.22829	-0.842113	-2.52547	5e-05	0.000518851	yes
FBtr0078339	FBgn0037071	-	3L:21304696-21318020	young	old	OK	10.9687	18.4606	0.751053	1.20453	5e-05	0.000518851	yes
FBtr0078440	FBgn0037134	-	3L:21823460-21824571	young	old	OK	21.8325	14.5442	-0.586028	-1.55172	5e-05	0.000518851	yes
FBtr0078478	FBgn0000045	-	3L:21985209-21987190	young	old	OK	19.0155	6.62724	-1.5207	-2.53384	5e-05	0.000518851	yes
FBtr0078484	FBgn0037151	-	3L:22075055-22075756	young	old	OK	3.51293	17.6437	2.32841	3.93349	5e-05	0.000518851	yes
FBtr0078493	FBgn0004179	-	3L:22267381-22273745	young	old	OK	45.0583	23.5717	-0.934739	-1.69494	5e-05	0.000518851	yes
FBtr0078506	FBgn0037166	-	3L:22470555-22473509	young	old	OK	12.1944	24.1097	0.983397	2.98108	5e-05	0.000518851	yes
FBtr0078533	FBgn0052451	-	3L:22749443-22787631	young	old	OK	109.191	57.0027	-0.937755	-2.80798	5e-05	0.000518851	yes
FBtr0078582	FBgn0027339	-	3L:22788438-22835194	young	old	OK	38.7207	27.5493	-0.491089	-1.24591	5e-05	0.000518851	yes
FBtr0078590	FBgn0037408	-	3R:6187314-6195403	young	old	OK	2.10202	1.27349	-0.722985	-1.38307	5e-05	0.000518851	yes
FBtr0078598	FBgn0037415	-	3R:6255174-6256602	young	old	OK	0.467623	2.73877	2.55011	2.6943	5e-05	0.000518851	yes
FBtr0078619	FBgn0026077	-	3R:6088798-6100887	young	old	OK	20.2626	10.4626	-0.953573	-1.72029	5e-05	0.000518851	yes
FBtr0078623	FBgn0037396	-	3R:6025825-6027238	young	old	OK	7.08575	3.54047	-1.00098	-1.74217	5e-05	0.000518851	yes
FBtr0078627	FBgn0037375	-	3R:5781761-5789384	young	old	OK	8.09971	4.88844	-0.728496	-1.45733	5e-05	0.000518851	yes
FBtr0078708	FBgn0037354	-	3R:5633626-5635624	young	old	OK	11.3637	20.4995	0.851156	2.14253	5e-05	0.000518851	yes
FBtr0078730	FBgn0037360	-	3R:5655138-5660570	young	old	OK	16.0915	20.459	0.346434	1.09401	5e-05	0.000518851	yes
FBtr0078770	FBgn0037327	-	3R:5458562-5464753	young	old	OK	7.89544	12.6199	0.676605	2.02462	5e-05	0.000518851	yes
FBtr0078806	FBgn0250746	-	3R:5357011-5358364	young	old	OK	16.4574	22.8057	0.470655	1.26881	5e-05	0.000518851	yes
FBtr0078814	FBgn0013576	-	3R:5270115-5350443	young	old	OK	75.1776	42.4304	-0.825206	-1.74076	5e-05	0.000518851	yes
FBtr0078822	FBgn0260462	-	3R:5237650-5252132	young	old	OK	73.101	93.6378	0.3572	1.23473	5e-05	0.000518851	yes
FBtr0078841	FBgn0037290	-	3R:4965444-4968485	young	old	OK	143.323	205.611	0.520651	1.86724	5e-05	0.000518851	yes
FBtr0078842	FBgn0037293	-	3R:5128086-5129939	young	old	OK	9.85703	16.111	0.708821	2.01531	5e-05	0.000518851	yes
FBtr0078917	FBgn0037240	-	3R:4381305-4387018	young	old	OK	31.8175	48.6655	0.613078	2.21946	5e-05	0.000518851	yes
FBtr0078921	FBgn0263594	-	3R:4403075-4407182	young	old	OK	500.091	645.863	0.369037	1.11265	5e-05	0.000518851	yes
FBtr0078928	FBgn0037255	-	3R:4485007-4487677	young	old	OK	3.35892	4.9729	0.56609	1.31632	5e-05	0.000518851	yes
FBtr0079013	FBgn0028572	-	2L:5060814-5070750	young	old	OK	26.9429	15.3006	-0.816312	-1.44445	5e-05	0.000518851	yes
FBtr0079019	FBgn0031683	-	2L:5096226-5100288	young	old	OK	47.5641	25.7706	-0.884145	-1.84468	5e-05	0.000518851	yes
FBtr0079027	FBgn0028694	-	2L:5058403-5059790	young	old	OK	12.1602	16.4287	0.43405	1.13937	5e-05	0.000518851	yes
